text,label,predict
"can any one help find out the title and artist of the song  that was played at least halfway through the movie . i can  t remember what scene was playing . the words in the song are of a ballad . some of the lyrics go like  it  s natures way of telling you somethings wrong .  it  s natures way of telling it in a song .   it  s natures way of forgiving you .  please help me with this question . thanks so much  i have been searching the internet for days  i can  t get this song out of my mind . so now this will challenge me to find some one out there who may be able to help mer with this matter . i wish i would of been paying attention to the scene  when it was playing .  
",1,1
"i saw brigadoon on tv last night    sept      . i am   years old and have been watching films as long as i can remember . i can truthfully say that brigadoon stands alone as by far and away the worst film i have ever seen . the accents were shameful . the local children  s club would have produced better sets . the characters were so wooden that they probably contracted dry rot from the tears of the patrons who had the misfortune to watch them . it is to be hoped that the stars of this film had hides thick enough to protect them from the embarrassment which they must have suffered on seeing this film . the owners of this tripe should perform a great service to mankind and destroy all copies of this film .  
",0,1
"me and my sister rented this movie because we were in the mood for something trashy and not so demanding to watch . however the movie greatly exceeded my very low expectations .  br    br   it is so much more than just a representation of a century . it has very real portrayals of the characters within it and most of the actors do an amazing job . the different stories are baked together with actual footage from the time that gives it a very unique touch . while watching it i really felt that i cared about what happened to the characters .  br    br   i would also like to give endless amounts of praise to julia stiles in her portrayal of katie  she was great in a way that stood out   br    br   i would recommend this movie to anyone . .  
",1,0
"i remember when i first saw this movie  i was in sixth grade when it happened . before i saw this  i had listened to the original broadway recording of it  and i really loved it  but when i saw this  i was like  what the heck   this movie is missing a lot of the songs from the musical for crying out loud  who decided to do all of that    br    br   i really am a very huge fan of gene kelly  but this movie is probably the worst of a musical that he ever did  the movie looked more like a hollywood set than the beautiful highlands of scotland . and who the heck decided to cut all of meg  s songs out of the movie    br    br   i am willing to bet that when they saw this movie  lerner and lowe were probably wondering  who in the world decided to do this to our masterpiece   well they had a right to say that if they did  they were probably mad at the fact that hollywood turned their great musical into this rather blank movie .  br    br   song and acting wise mr . kelly  you passed the audition with flying colors  but you are in a movie that is missing a lot of the text .  br    br   so in short  if you want a good movie based on a musical by frederick lowe and alan jay lerner  this one isn  t it   br    br        
",1,1
"the    s is a great movie  i saw it completely in one night  about the hippy movement in the late    s . although the title would suggest otherwise the first  years of the    s are not really important in this film .  br    br   the main character of the movie is michael  a political activist who goes on the road in the us against the vietnam  war . there he meets his girlfriend  sarah . michael  s brother  brian  goes to vietnam to fight  what a surprise   . he comes back from the war and changes in a  tom cruise born on the fourth of july  look a like and then into a hippy . his dad is a pro  vietnam war type of guy  what a surprise    . michael  s sister kate gets pregnant from a rock  roll artist and runs away from home and goes to san francisco during the summer of love . the ending is very poor  father becomes a liberal and everybody is happy   but i let this slip away from my vote  the rest of the movie is very good   .  br    br   the performances by the actors are pretty good and the soundtrack of the movie is absolutely brilliant . all the main events of the sixties are in the movie  like the murders on jfk and martin luther king aswell as the big hippy protests  the summer of love and woodstock  look closely for wavy  woodstock speaker  gravy  what we have in mind is breakfast in bed for    .      as a first aid employee at the woodstock festival   br    br   in the end  the    s is a beautiful movie about a beautiful decade        
",0,0
"can fake scenery ruin a picture  you wouldn  t think so  but it actually for me in here . listen  i have a lot of classic  era movies and i know pretty much what to except  such as the drivers steering immobile cars in front of a screen  etc . but a lot of that hokey business has to do with action scenes . to have fake scenery  fake mountains and flowers shot after shot as seen in  brigadoon  gets insulting after awhile .  br    br   as far as the music entertainment went  this is always subjective . what songs one person likes  another may not so that shouldn  t be a big part of judging a film  whether someone likes the songs  . i could blast this movie for its corny     songs  dances  romances and characters but that was the    s and a lot of people liked this sort of things . musicals did very well in the    s . me  i liked the    s and    s with the great taps . by the    s  tap was out and this new stuff  which i can stand  was it . does that make this a lousy movie  no . it just makes one i didn  t care for very much  br    br   despite the good cast  good director and high expectations  this film bombed at the box office  and with me . i should have liked it more  being a dreamer myself and that  s a nice part of this story . i am not the cynical type and a nice town and nice people making me feel good sounds awful appeal . then why couldn  t i connect with this film  part of it also was the dancing . i don  t care for the stuff that replaced tap dancing on screen . but  no  the thing really turned me off what that staging . there was no scotland  no highlands  just a hokey  looking background to make it look that way and it turned me almost from the start . score one point for today  s realism where they  go on location  most of the time .  
",0,1
"what the movie the   s really represents  to those of us who growled around in the belly of america in those times  is the turbulence and diversity of the decade . despite the exaggerated  stereotyped characters  the genuineness of the issues remains clear .  br    br   not only were those radical times of change  but also very confusing times . two basic things changed our world then the     civil rights act  and the overwhelming influence of the media . those two new freedoms began social changes that soon became institutionalized .  br    br   from chaos came sensitivity  from disorder came values . bear in mind however  that the bulk of americans were not involved in this . . . they worked  they played  they watched the news . . . and slowly they became effected by the efforts and struggles of the minorities . . . the civil rights workers  the political activists  the anti  war efforts  the war on poverty . . . .  br    br   the representation of the power of the press and tv in particular  was well reflected  although the conflict between the general public  s attitude and those seeking to change things was at best ignored . . . and at worst  misrepresented . . middle class americans weren  t all standing around angrily holding baseball bats  or disowning their wayward daughters . they were confused too . let us not forget how folk singers suddenly became protest singers  and how the beatles began an onslaught that killed the folk  protest movement . there are no beatle songs in the movie  or even any mention of them .  br    br   i think if you didn  t live the decade  you might not have a sense of what the movie is about  the overall picture is a bit dim . at one point i held down a steady job while my sister lived at the hog farm commune and went to woodstock . at another point i was in haight asbury and in the detroit riots while she worked and played the housewife in maine and connecticut . roles were constantly changing .  br    br   the movie depicts three siblings of a middle class family . they represent the hippie child  the political activist  and the active military personnel . dad represents the typical attitudes  and mom represents the voice of reason  tolerance  and sometimes compromise . . . for the sake of peace .  br    br   the black family comprises a minister and his son . . . disproportionately  i think . i assume the producers knew all the variables and had to settle on limitations  or else the film would have become a long  boring  documentary . dad  s message was that anger produces bitterness  and bitterness produces chaos . it was clearly a message directed to today  s youth .  br    br   we are looking at a unique solution to social problems  and also how issues divide us . . . the   s were unusual in that way  and only the roaring   s compare . in other words  this movie has a moral after all . in the end  it is our collective individualism that survives . put that in your oxymoron list .  br    br   everyone was a god  a guru  or a free  spirited genius in the   s . it was a time of magic and madness . no one will ever nail the   s down right . . . it was too diverse  this movie is close  . at least we can say we are not ashamed of it  that we learned and grew from it  and that for once  a generation shaped and changed america . . . for the better .  
",0,0
"where is it written that sequels must suck  scream  didn  t  others didn  t  but this one sure did . . . problems include horrible actors  only christopher walken could act in the entire film   bad writing  you will never understand what  s going on and i even have done research on the idea of nephilim before   and just horrible choices for casting . eric roberts makes the stupidest archangel michael that i have ever seen in my life   br    br   avoid it like the plague unless you are desperate to see christopher walken . in that case just fast  forward to the parts where he is in the film  and avoid the others .  br    br   yech     
",1,1
"this story was probably one of the most powerful i have ever taken in . john singleton certainly went above and beyond when putting together this educational masterpiece . brilliant performances by the whole cast  but epps and rapaport turned in the best and most convincing of either young star  s career .  br    br   however  as a college student myself  many of the issues that singleton touched on were taken to the extreme . in a sense that  while they are issues faced on many college campuses  they aren  t presented as big or out in the open as this movie would make one believe . in some instances  it almost seemed ridiculous to think that something of this nature could actually occur . however  aside from the fact that it was a little over dramatic  the film was brilliant and left me stunned  unable to talk  just think . one of the things from this picture i will remember forever  was a quote from lawrence fishburn  s character   knowledge is power  without knowledge  you cannot see your power .  brilliant  just brilliant .  
",0,0
"  major payne  is a film about a major who makes life a living hell for his small group of boys in the marines . this film does not really have a lot to offer  but it provides several hilarious moments that are well  worth a watch . don  t expect it to be a memorable film  however . just expect to laugh your way through the film and at the expense of other people . the confrontation between major payne and the chubby boy were hilarious  and that  s really all i remember about the film except for the boys wanting revenge on major payne . again  it is not a great film  and it is probably best watched on a rainy day when you need some laughter .  
",1,1
"this movie had lots of great actors and actresses in it and it addressed some very noble issues . it  s full of emotion and the direction is done well . the storyline progresses very quickly  but i guess that  s better than having to watch a  hour movie . this is an easy movie to watch again and again and enjoy .  
",1,1
"judy holliday struck gold in     withe george cukor  s film version of  born yesterday   and from that point forward  her career consisted of trying to find material good enough to allow her to strike gold again .  br    br   it never happened . in  it should happen to you   i can  t think of a blander title  by the way   holliday does yet one more variation on the dumb blonde who  s maybe not so dumb after all  but everything about this movie feels warmed over and half hearted . even jack lemmon  in what i believe was his first film role  can  t muster up enough energy to enliven this recycled comedy . the audience knows how the movie will end virtually from the beginning  so mostly it just sits around waiting for the film to catch up .  br    br   maybe if you  re enamored of holliday you  ll enjoy this otherwise i wouldn  t bother .  br    br   grade c  
",0,0
" spoilers   br    br   this movie always seems very exaggerated  until i remember that my college campus had a former  student  turned  nazi  racist  killer  who  then  committed  suicide  too his name was benjamin nathaniel smith .  br    br   look him up in the wikipedia  i added a few photos to their article about him .  br    br   it  s hard to believe  but this stuff really does happen .  br    br   i  m not a big fan of omar epps or ice cube  but larry fishburne  kristy swanson  jennifer connelly  mike rappaport were good .  
",0,0
"i think cliff robertson certainly was one of our finest actors . he has a half dozen classics to his credit . he does fine here as the heavy  but the direction is so bad and the pacing so tiresome  it never gets off the mark . the story starts off well although it makes me wonder how he could count on his wife hanging herself . still he mugs well and carries things along . the death knell is twofold . first of all  if we were to take the amount of time characters spend walking from one room to another or one part of the house to another  it would eat up about a third of the movie . add to that  robertson  s character sitting up in bed in the blue light  looking confused  that might add another chunk . i agree with those that said a half hour shorter would have made it a pretty decent  though insignificant film . the biggest weakness is just a convoluted plot that  when all is said and done  leaves incredible questions . i  m not putting in spoilers  but when it ends  don  t think too much . i can come up with ten what  ifs without raising a sweat . it would have been better if it had remained a ghost story .  
",0,0
"french film directors continue to amaze with their extraordinary ability to simulate the sights and sounds of ordinary  everyday suburban life . this was readily apparent with the release early in     of l  emploi du temps  time out   a brilliant character study of of a white collar worker  s descent into melancholy after having been fired from his job . as is the penchant of french filmmakers  many scenes were shot on real streets and in public places  giving a cinema verite feel to the story  yet l  emploi du temps also possessed an elegant look thanks to excellent camera work and some stunning location footage  most notably a swiss mountain retreat  . running fairly on the heels of that masterful movie comes another impressive french production  jacques audiard  s gritty crime caper  sur mes levres  read my lips  . actually  to tag this film a crime caper does it a disservice because it is so much more than that . as with the earlier french release  it is an incisive character study of marginal people using their wits to get ahead in a society that has turned its back on them . in a paris construction firm carla  a shy  diminutive young woman sits at her desk  sequestered to an area of the office that is a major pathway to the xerox machines and restrooms .  br    br   obnoxious coworkers use the front of carla  s desk to chat and drop off their half  finished styrofoam cups of coffee . partially deaf  carla turns her hearing aids on and off at will if noise becomes bothersome  be it the drone of the paper copiers or the shrill crying of a friend  s baby . when her boss calls her into the office to suggest that she hire a secretarial assistant to help her with the work load  carla fears she may lose her job . at the employment office carla lists the specifications she wants for her assistant  preferably male  as if she were at a personals agency . he should be   years old and clean  cut  with extensive computer and filing skills . when the agency sends over an unkempt  menacing looking young man  carla is both shocked and intrigued . they leave the office and have lunch at a local eatery  where carla interviews her prospective assistant . when she finds out that he has just gotten out of prison  carla initially wants nothing to do with paul  but has a change of heart and hires him on . although she is basically kind toward her helper  carla now finds herself in a position of authority and possessing a newfound sense of power . paul learns quickly and becomes an able worker . carla helps paul find a temporary place to live and even covers for him when his parole officer shows up one day at the office wondering why paul missed his appointment . during one of their lunch breaks carla informs paul of her hearing deficiency and reveals her ability to read lips . later  when an avaricious coworker blatantly takes over a project carla has been working on  a furious carla asks paul  s help in seeking revenge on the man . from here on in sur mes levres becomes an increasingly intense crime drama escalating into some of the most violently graphic scenes that have been shown on the screen in recent years . the screenplay borrows elements from hitchcock  most notably rear window  where carla  s lip  reading talent comes into full play using a pair of binoculars . there is a teasing  on  again  off  again sexual attraction between the two protagonists that culminates in a rather strange homage to north by northwest  but it works because of the considerable sexual heat that builds slowly between the two stars . that being said  what one carries away from this movie isn  t so much the similarities to classic hitchcock thrillers  although those elements are definitely there  but the pervasive view a of a modern day city  in this case paris  where life runs the gamut from mundane workdays to a boozy  garish nightlife where sex  drugs and laundered money infiltrate the lives of several characters . unlike hollywood productions  this is a psychological suspense yarn where the people look like the everyday man and woman on the street  where a punch in the face or groin sounds like a sickening thud and where the office is a place to be feared . it  s hitchcock with the gloves off .  
",0,0
"following the success of  paris  je t  aime   a group of directors decided to get together and make a similar anthology style film based in new york . unlike the original film  the stories in this film seem to sometimes come and go too quickly   by the time you think are getting into a story  it  s over in too many cases . and  the often start up and stop and then begin again   with the stories woven together . as a result  there is no title to indicate that a story is complete and it is less formal in structure .  br    br   sadly  however  while  paris  je t  aime  was hit or miss  mostly hit   most of  new york  i love you  was miss . the stories tended to be much more sexual in nature but also far less sweet   and often quite terrible . it was an amazingly dull and uninteresting film with only a few exceptional stories   and perhaps the often depressing music made it seem more so . now understand  it was good quality music but its somber tone really  really made me feel like cutting my wrists  among the better ones was the story about the young man who took a girl in a wheelchair to prom  the couple talking about cheating outside a restaurant  though this was also in the first film  and the crotchety old couple . this is all so sad because i had loved the first film so much   and i really wanted to love this film . i respected what they tried but simply didn  t like it very much .  br    br   by the way  and this is not really a complaint  but i was amazed how many people were smoking in the film . for a recent film  that was unusual in our more anti  smoking culture .  br    br   also  if you get the dvd  there are two segments included as extras that were not included in the film . one consists of kevin bacon  wearing a cool fedora  eating a hotdog . . . . and absolutely nothing more for almost ten minutes . the other features a teen who spends the film videotaping the world   including a very unhappy couple .  
",0,0
"of life in  some  colleges . of course there were artistic licenses taken  but some of what you saw in this film go on in some colleges .  br    br   i went to colleges in southern california where the races pretty much hang around with their own . it  s funny because these are schools that want racial unity  equality etc . and i can honestly say  that it  s there . but the thing is when class lets out  or when they  re just hanging out waiting for class  they  students  seem to just hang around with people of their own race or ethnicity . is that bad  not really . everyone needs a feeling of belonging . but like the school paper of one of the schools i attended once wrote about that   we should all try to hang around with students of other ethnicities and try to know them .  otherwise you  re creating your own segregation .  br    br   racism certainly existed in one of those schools i attended . one time someone put leaflets around campus talking about the glories of the aryan race and had the symbols of some of those racist organizations . fortunately  nothing happened like the incident in the movie where the young caucasian man went off and started shooting at a multiculturalism gathering .  br    br   i can only hope and pray that nothing like that ever will happen .  br    br   so is  higher learning  overly dramatic  exaggerated  maybe . is it way  off mark   it depends on where you went to or go to school . the race thing where the ethnicities just hang around with their own does happen . minus the hollywood exaggerations  the race thing hit pretty close to home for me .  
",1,1
"this movie was o . k . but it could have been much better . there are some spooky moments but there aren  t enough of them to make me ever want to see this movie again . there are some scenes you could fast forward through  not miss anything . the biggest flaw is that it is so predictable   that is the reason why i rated it so low . it  s watchable but don  t expect anything great .  
",1,1
"first one has to take into account the time period this film was made in .     . rappers were in it  and that added to the flair of it .  br    br   remy was a socially awkward teen trying to find his way and couldn  t  until he met and was befriended by nazis . they took him in . nazi  s aren  t all this awkward  but like most gangs  they fill a void that is missing be it economic  social  emotional  whatever . michael rappaport played the part perfectly .  br    br   omar epps was the hot shot track star  with a questionable work ethic and a chip on his shoulder . he kept trying to feel sorry for himself and his plight  and had his girlfriend and professor to straighten him out on it .  br    br   kristen was a young white girl trying to find herself and trying to fit in  until she was date raped . she then found her self experiment with her sexuality  and getting involved politically .  br    br   this film deals with racism and like most things that deal with racism  people  s own perspectives come into play .  br    br   i read so many comments about how there were no  evil  black characters but there were evil white one  nazis  . so what  remy wasn  t portrayed as evil at all  he was trying to find his way  and kept failing until some skinheads accepted him . he was scared  it was sad to see him devolve how he did . he even says right before he kills himself  i didn  t mean it  i wanted to be an engineer .  br    br   ice cube and busta rhymes were angry black men  ice cube was somewhat of an intellectual  and busta rhymes was just portrayed as a dumb thug . they both showed no consideration at all for their roommates  and generally appear to not like white people very much . they were angry like the nazis but not on the level of nazis in terms of overall badness . sorry if this makes it seem unfair  but are there really black groups like the nazis  no .  br    br   people say it shows white  bad blackgood . not true  the only bad white characters were the nazis and the police  which is more or less true in real life . kristen was a good girl  her boyfriend  omar epps roommate  was a good guy  and even remy was a good guy  he was just misguided .  br    br   omar epps  ice cube and busta were seriously flawed characters  angry and inconsiderate . although their constant harassment by police seemed to justify some of their anger . remy  s inability to fit in seemed to justify his anger as well .  br    br   good movie  well done . like all movies that deal with racism  its a great piece to get a discussion going .  br    br   i don  t think cube and busta coulda beat those nazis though .  
",0,0
"the character acting is a little stiff  as if it is the first time man of the actors have appeared on screen . unfortunately one of the better actresses  jean simmons  played many bit roles on tv  like in star trek tng and in the heat of the night   dies quickly and thereafter her acting can be markedly missed .  br    br   the lead role is mr ballard  as portrayed by cliff robertson . cliff is forced to carry this movie with his body language for most of the time . he doesn  t do a poor job  but it is a little overmuch to ask of an actor to plug the oceans of blank screen time during which the characters spend their time not talking and also not acting . robertson  s most memorable role may have been ben parker in the last  spider man movies  starring tobey maguire  .  br    br   the plot is predictable . a husband murders his rich wife for her money . thereafter the wife seems to comeback and haunt the husband driving him insane until he leaps from a high window  fearing the specter of his dead wife approaching him  on the day he is predicted to die no less .  br    br   the second chauffeur mr ballard hires looks a lot like an english mark hamill . uncanny really  the only thing that stands out is the utter disregard for dialogue . many minutes pass in quietness  no one speaks  and few act . it is a shame the mst  k guys never got hold of this movie . it could have been much better  if not just as predictable  with more dialogue  or shorter scenes of  nothingness  .  br    br   i kept expecting g  mork  s red eyes to appear from the shadows and proclaim that he works for the  nothing  that inhabits this film .  
",1,1
"john singleton  s finest film  before blockbuster wannabees like the shaft remake  this is a thought  provoking movie with overall great acting and superb balance between the stories  main characters  each with identifiable youngster problems .  br    br   what i liked about it most is that it also covers the problem of selfpity among young blacks  a problem mostly ignored by the media and other films who mostly focus on social  economical problems and racism by whites . this movie shows that blacks can be equally ignorant and racist .  br    br   the masterful thing about this film is that it deals with so many topics without getting shallow . it  s not just about racism  but about how hard it can be to adopt to a new world  college   date rape  discovering sexuality and isolation . omar epps  michael rapaport and kristy swanson each deliver fine performances  and the supporting cast is equally interesting with jennifer connelly as a lez  yay  and with ice cube and busta rhymes as college bums causing little riots .  br    br   the only negative is the caricature of a professor by laurence fishburne   peppermint    . surely  plenty of professors are nutty . but they  re not as flat . the skinheads are also a bit of a caricature  but i guess they are like that too in real life .  br    br   overall a great underrated piece of filmwork  if you liked american history x you  ll love this one .  br    br      out of    
",0,0
"to call a film about a crippled ghost taking revenge from beyond the grave lame and lifeless would be too ironical but this here is an undeniably undistinguished combination of gaslight            via les diaboliques        while still watchable in itself  it  s so clich  ridden as to provoke chuckles instead of the intended chills . however  thanks to the dire straits in which the british film industry found itself in the late     s  even a mediocre script such as this one was able to attract   star names  cliff robertson  as the conniving husband   jean simmons  in the title role   jenny agutter  as robertson  s artist half  sister   simon ward  as the enigmatic chauffeur   ron moody  as an ill  fated doctor   michael jayston  as robertson  s business partner   judy geeson  as simmons  best friend and jayston  s wife   flora robson  as the housekeeper   david tomlinson  as the notary reading simmons  will  and  most surprisingly perhaps  jack warner  as a gravestone sculptor   although most of them actually have nothing parts  i  m sorry to say   
",0,0
"the film  s design seems to be the alpha and omega of some of the major issues in this country  u . s .  . we see relationships all over at the university setting for the film . befittingly  the obvious of student v . s . teacher is present . but what the film adds to its value is its other relationships male v . s . female  white v . s . black  and the individual v . s . society . but most important of all and in direct relation to all of the other relationships is the individual v . s . himself .  br    br   i was amazed at how bilateral a point of view the director gave to showing the race relations on campus . most films typically show the injustices of one side while showing the suffering of the other . this film showed the injustices and suffering of both sides . it did not attempt to show how either was right  although i would say the skin heads were shown a much crueler and vindictive  quite obvious towards the end  . the film also discusses sex and rape . it is ironically this injustice that in some ways brings the two races together  for a time . lawrence fishburne does an over  the  top performance as the sagacious profesor phipps . he crumbles the idea of race favortism and instead shows the parallelism of the lazy and down  trodden with the industrious and positive . other stars that make this film are omar epps  ice cube  and jennifer connelly . michael rapaport gives an excellent portrayal of a confused youth with misplaced anger who is looking for acceptance . tyra banks make her film debut and proves supermodels can act .  br    br   higher learning gets its name in showing college as more than going to class and getting a piece of paper . in fact  i would say the film is almost a satire in showing students interactions with each other  rather than some dry book  as the real education at a university . it is a life  learning process  not a textual one . i think you  ll find  higher learning  is apropos to the important issues at many universities and even life in general .      
",0,1
"cliff robertson as a scheming husband married to a rich wife delivers a razzie  worthy performance here if there ever was one it  s as if director michael anderson kept yelling  dial it down think zombie  only less lively  through his little bullhorn as he coached robertson  s effort . the rest of the cast is barely better jennifer agutter of logan  s run fame is hardly seen in what should have been fleshed out as a pivotal role . if the quality of the acting was three times better if some of the more gaping plot holes were filled and if the pacing were given a shot of adrenaline  then this yawner might be brought up to a standard acceptable to the hallmarklifetime tv channel crowd . as is  its rating is so inexplicably high one can  t help thinking chronic insomniacs are using dominique to catch a little snoozing time . perhaps the late  night tv telemarketers are missing a major opportunity in not shilling it as such .  
",0,0
"i really enjoyed the    s . not being of that generation  i  m waiting for  the    s   it was interesting to see a unique four hour capsule for that era .  br    br   one major problem in the movie  however  was how unbalanced the film was in the portrayal of the families . according to promos i saw for the movie on nbc  the story was basically about two families struggling with issues in      s america . now  i may have missed something  but i think we learned more about the white family than the african american family .  br    br   i really think that the    s uses music to describe the scenes better than any dialogue that could come out of the mouths of the actors  all of which are very talented .  this is very visible at the end of the first part  about two hours in  of the mini  series .  br    br   very good movie   
",0,0
"  dominique  is one of those films that the expression  slow  as  molasses  must have been invented for . too many endless and repetitive sequences  how many times do we see robertson walking down the stairs slowly because he can hear someone playing the piano   . it is almost redeemed at the end by a surprising twist  which  unfortunately  is followed by a second twist that succeeds only in leaving a bad taste in our mouths . not a very enjoyable film .  
",1,1
"sometimes you have to look back to go forward . the    s did just that . we need to remember the past . the past is part of the future .  br    br   great mix gary j . coppola . i see a great future . you deserve to be nominated and win  the    s best mixer of the year .  br    br   best mini  series of all times .  br    br   thanks ursula  br    br    
",0,0
"i  ll have to add dissenting comment here . various reviews i have read compared this movie to the likes of those by wong kar wai or hou hsiao  hsien . i . e . one of the admirable flotilla of mandarin goodies that have come our way in recent years . unfortunately this isn  t quite accurate . the film plays out rather like a film school graduate  s attempt to emulate these masters . all the pieces are there  the beautiful backdrop  the vaguely minimalist dialogue  the slow swaying camerawork  and male leads  in particular  who spend a fair whack of time sitting around being contemplative . sounds good but unfortunately nothing is up to par . the dialogue is leaden . the acting is generally unable to lift the characters above type the married couple and the little sister are particularly poor and uninvolving . unfortunately when mediocre character acting is combined with a classical  chekovian   i . e . very predictable  plot  the results are at best tedious and at worst painful . i couldn  t help but see the  blue danube  river scene  for example  as verging on genre parody  although the smoggy looking  springtime  sky over the river did provide a bit of black humour . . .  i actually went to this movie on the basis that mark li ping was photographing it . while the setting is elegant  and the swaying camera attempts to replicate the mood of  flowers of shanghai   the film is not in the same league  visually . in fact i must confess that after an hour of wondering whether it was the script or the acting that was ruining the film  i suddenly remembered that i was meant to meet my flatmate for dinner and took the chance to leave  and i can  t recall the last film i walked out of  . i  m guessing from the reviews that the ending may have left a positive aftertaste but by that point i couldn  t care . if you  d like to see something along similar lines done with real talent then i  d recommend anything by the above two directors  for example  in the mood for love  or  flowers of shanghai   both of which were filmed by the talented mr ping  the former with chris doyle   and both of which are films masterful enough to inspire years of failed emulations like this . it  s not often mr hoberman leads me astray  and perhaps you  d rather listen to him  but don  t say you weren  t warned . craig .  br    br    
",1,1
"i wasn  t alive in the    s  so i can  t guarantee that this movie was a completely accurate representation of the period  but it is certainly a moving and fulfilling experience . there are some excellent performances  most notably by josh hamilton  of with honors   jerry o  connell  sliders   who play brothers divided by the war . bill smitrovich  a character actor who has been long ignored by many  gives a heart  filled performance as their strict father  who is forced to question his own beliefs and values as one of his sons makes him proud by going to vietnam but returns empty inside  while the other is exactly the opposite . all in all  this is a powerful and heartwarming film that i hope everyone gets a chance to experience .  
",0,0
"not very impressed . its difficult to offer any spoilers to this film  because there is almost no development in the plot . everything becomes clear in the first ten minutes and from there on its like watching paint dry . the acting seems very poor as well  and reminds me of the old black and white maoist era films shown occasionally on daytime chinese television . although this is difficult to tell with the female role  yuwen  as the story seems to only require her walking round like a wooden mannequin . it reminds me of fading star gong li who somehow got a reputation as a good actress in the west for having a scowl on her face all the time .  br    br   tian zhuangzhuang  s film the  blue kite  was a far better film . but don  t be fooled by the fact that springtime in a small town was set in the late    s . unlike the blue kite  the fact that this film is set in a time of upheaval is irrelevant to the plot itself  the ruins of the town seem to be nothing more than a scenic backdrop .  br    br   i wonder whether tian zhuangzhuang is simply trying to ride on the popularity of chinese films in the west and appeal to a foreign audience who can  t tell the difference between a film that is  beautiful   profound  or  hypnotic  and one that is simply tedious and insubstantial .  br    br   if any film fits the description of  overrated   this is it . i see no reason here to stop worrying about the state of the chinese film industry .  
",0,0
"as i saw the movie i was really shocked to see what the    s was about . i know i may be wrong about some things  but it seemed like the    s really had an effect on people of the time . some people said they would want to go back to the    s . from what i saw i would say yes for the excitement and no for the outcome . but that  s my opinion .  
",1,0
"good films cannot solely be based on a beautiful garden and a hill top . surprised to see it has won two awards . extremely overrated . i first saw that kind of films from china  visually stunning but also with really something captivating to say  well  more than   years ago and i  m sure there are still more coming up . this is not one of them  i  m afraid .  
",1,1
"this movie started slowly  then gained momentum towards the middle . however  the fact that the movie ran over two nights broke that momentum at its peak . the second part really got interesting  but then gave way to a simply pathetic ending . playing football in the yard  really  could it get any more sappy and maudlin  now i hear plans for a similar movie based on the    s . i won  t make any great efforts to tune into that one if it  s anything like  the    s .   
",0,0
"i rated basic instinct  high  yet that movie got less than a  rating . this film only got a  from me  but it has  .  from over    people . i don  t see a reason why they like this film so much .  br    br   this film is boring  because it hardly ever leaves those rooms in that broken big house . and it only has a total of  people in this film . it is almost two hours long which is totally unnecessary . many of dialogues are slow and meaningless . the film tone is also dark blue which is depressing to watch . the film can just be shorten to a few sentences .  br    br   this film reminds me of  three times  directed by hou hsiao hsien  that one is equally boring  the dialogues are also equally boring . it also has a high rating  i had to stop watching that one after the first story finished .  br    br   this film lacks of passion or excitement .  
",0,0
"i lived during those times and i think the program caught the heart of the era . i do think it should have dealt with more of the afro american issue but i think it cover a lot in the program . it was scary to sit and watch the riots on t v hoping that they would not go as far as your families home and that it would not get burnt down . i thought jerry o  connell did a great job portraying a vet coming back from the war . i went to school with guys who came back . some had changed more than others and some not so much . it bothers me when someone comments that an issue was not covered enough or it was not entertaining enough . live through it and then make comments . i thought the movie was great and that everyone in it did a remarkable job . thank you for a trip  sad and good  down memory lane .  
",0,0
"this is the first of  the complete dramatic works of william shakespeare  bbc series i  ve seen  and if all of them are like this  i might watch no more . being practically the full text of the play is everything this  romeo  juliet  has going for it  lacking in all other departments . alvin rakoff reveals himself as a dreadful director  both in the technical and artistic aspects . in the former  because he commits mistakes that even a first grade film student would wisely avoid . take in consideration  for example  the badly edited first shot of abraham and balthasar in the opening scene  or the nurse  s entering of friar lawrence  s cell  asking where  s romeo with him being so very in front of her that she  d clearly see him even if she was blind . and  in the latter  because every single one of the performers is misdirected  even if some of them are good actors . rebecca saire looks exactly the way i  ve always imagined juliet to look like  and she doesn  t seem to be a bad actress for a teenager  but her performance totally lacks passion of any kind . patrick ryecart as romeo is even worse  being not only as dull as juliet  but also way too old and not even good  looking  coming across as a combination of malcolm mcdowell and the chucky doll . putting them together makes impossible to think they feel anything for each other  let alone being the main players of the greatest love story ever written . alan rickman  in his screen debut  plays tybalt like if he was darth vader  which is a huge mistake that takes away the complexity that shakespeare intended  no character being a hero or a villain but all flawed human beings . this tybalt is so mean  looking that we don  t believe the characters  pity after his demise . as for paris  i kept thinking of  prince valium  from spaceballs . only celia johnson manages to do the character of the nurse some justice .  br    br   at    minutes  this production is unable to make us empathize with the characters  because the characters don  t empathize with each other and never seen to believe their own roles . the best screen version is still franco zeffirelli  s . but  to be fair  this bbc one isn  t nearly as bad as abominations like george cukor  s flamboyant geriatric version  or the crime against humanity that is baz luhrmann  s feature  length mtv video .     .  
",0,0
